"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Cause","Display Value","Numeric","Low","High","Comments"
"Ambient air pollution attributable deaths","Published","2016","Europe","Austria","Both sexes","Ischaemic heart disease","2057 [1295–2892]","2056.71145","1294.65418","2891.90772",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Azerbaijan","Both sexes","Trachea, bronchus, lung cancers","119 [63–189]","119.29556","63.01752","188.86292",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Azerbaijan","Male","Trachea, bronchus, lung cancers","94 [50–149]","94.04916","49.68119","148.89406",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Azerbaijan","Female","Stroke","406 [280–604]","406.46203","280.26236","604.23401",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Belgium","Female","Ischaemic heart disease","788 [450–1177]","787.89226","449.67273","1177.18616",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Belgium","Both sexes","Trachea, bronchus, lung cancers","528 [258–879]","527.77215","257.61932","879.36090",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Benin","Female","Lower respiratory infections","1505 [1085–1955]","1504.73410","1085.45190","1954.98987",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Burkina Faso","Female","Ischaemic heart disease","880 [719–1040]","879.74780","718.54480","1040.16907",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Burkina Faso","Male","Stroke","360 [302–422]","359.86589","302.36273","422.37857",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Bangladesh","Female","Lower respiratory infections","5130 [4034–6263]","5130.19134","4034.48340","6262.68555",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Bulgaria","Female","Trachea, bronchus, lung cancers","84 [45–132]","84.34013","45.14633","131.73627",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Bulgaria","Both sexes","Stroke","2266 [1417–3760]","2265.53996","1417.32715","3760.13232",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Bahamas","Male","Lower respiratory infections","7 [3–11]","7.02472","3.35339","11.40665",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Bahamas","Male","Ischaemic heart disease","25 [20–29]","24.72227","19.80899","29.26846",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Bahamas","Female","Trachea, bronchus, lung cancers","1 [1–2]","1.24630","0.64998","1.99257",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Belarus","Both sexes","Lower respiratory infections","144 [74–227]","143.81943","73.53748","227.46571",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Belarus","Male","Lower respiratory infections","103 [53–163]","102.82148","52.57448","162.62311",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Belarus","Both sexes","Ischaemic heart disease","7547 [5517–9561]","7547.41295","5516.96680","9561.28223",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Belarus","Male","Ischaemic heart disease","3747 [2915–4500]","3746.72596","2915.24780","4500.07666",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Belize","Female","Stroke","7 [5–10]","6.88239","5.01553","9.81595",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Bolivia (Plurinational State of)","Both sexes","Lower respiratory infections","1116 [613–1702]","1115.76481","612.99744","1702.09375",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Bolivia (Plurinational State of)","Both sexes","Ischaemic heart disease","1452 [1140–1747]","1452.17967","1140.11353","1747.25501",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Brazil","Both sexes","Trachea, bronchus, lung cancers","2105 [1009–3539]","2105.29678","1009.47760","3538.62280",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Brazil","Male","Trachea, bronchus, lung cancers","1256 [602–2111]","1255.70278","602.10223","2110.60889",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Brazil","Female","Stroke","4922 [3203–8390]","4921.71941","3202.80127","8389.61426",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Brunei Darussalam","Female","Ischaemic heart disease","8 [5–11]","7.65111","4.96138","10.64660",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Brunei Darussalam","Both sexes","Trachea, bronchus, lung cancers","1 [0–4]","1.48442","0.24574","3.54917",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Bhutan","Female","Lower respiratory infections","30 [22–39]","30.48004","22.35974","39.08339",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Botswana","Female","Ischaemic heart disease","117 [90–143]","116.84143","90.25560","143.12463",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Botswana","Male","Stroke","51 [40–64]","50.95360","39.89734","63.97564",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Central African Republic","Female","Lower respiratory infections","803 [613–1004]","803.33949","612.56689","1004.38049",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Canada","Female","Trachea, bronchus, lung cancers","268 [76–573]","268.39629","75.55692","573.40826",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Canada","Both sexes","Stroke","701 [268–1957]","700.67591","267.61328","1956.71521",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Chile","Male","Lower respiratory infections","392 [220–593]","391.79552","220.04036","593.08514",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Chile","Male","Ischaemic heart disease","1051 [836–1255]","1050.96353","835.57611","1255.42835",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Chile","Female","Trachea, bronchus, lung cancers","165 [90–255]","165.15992","89.57198","255.46179",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Côte d'Ivoire","Both sexes","Lower respiratory infections","6155 [3719–8819]","6154.58894","3718.98608","8819.10645",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Côte d'Ivoire","Male","Lower respiratory infections","3552 [2146–5090]","3552.24533","2146.48804","5090.12549",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Côte d'Ivoire","Both sexes","Ischaemic heart disease","3569 [2965–4134]","3569.26473","2965.04541","4134.21729",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Côte d'Ivoire","Male","Ischaemic heart disease","2094 [1753–2414]","2093.63718","1753.36096","2413.76709",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Cameroon","Female","Stroke","1013 [849–1191]","1012.81230","848.91522","1190.72058",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Democratic Republic of the Congo","Both sexes","Lower respiratory infections","19632 [14157–25496]","19632.06909","14157.37109","25495.73242",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Democratic Republic of the Congo","Both sexes","Ischaemic heart disease","5351 [4450–6246]","5350.79352","4450.10889","6245.97949",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Congo","Both sexes","Trachea, bronchus, lung cancers","7 [5–10]","7.35466","4.52441","10.46402",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Congo","Male","Trachea, bronchus, lung cancers","5 [3–6]","4.52284","2.78234","6.43499",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Congo","Female","Stroke","171 [138–210]","171.44196","138.19664","210.08597",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Colombia","Female","Ischaemic heart disease","2791 [2047–3538]","2790.53740","2047.47461","3538.45508",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Colombia","Both sexes","Trachea, bronchus, lung cancers","616 [319–990]","615.97569","318.71579","989.52911",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Comoros","Female","Lower respiratory infections","54 [28–84]","53.67594","27.73207","83.73902",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Cabo Verde","Female","Ischaemic heart disease","50 [37–63]","49.53662","36.79083","62.75699",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Cabo Verde","Male","Stroke","17 [13–23]","17.10558","12.88368","23.00974",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Costa Rica","Female","Lower respiratory infections","46 [20–76]","45.61995","20.34777","76.48185",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Cuba","Female","Trachea, bronchus, lung cancers","219 [117–344]","218.89208","116.85995","344.21268",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Cuba","Both sexes","Stroke","982 [647–1586]","981.81978","647.10266","1586.15454",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Czechia","Male","Lower respiratory infections","269 [124–447]","269.13175","124.33612","446.72897",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Czechia","Male","Ischaemic heart disease","1940 [1434–2450]","1940.41316","1433.79187","2450.29590",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Czechia","Female","Trachea, bronchus, lung cancers","165 [85–266]","165.28861","85.20030","266.21689",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Djibouti","Both sexes","Lower respiratory infections","188 [140–239]","187.53325","139.71233","238.51662",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Djibouti","Male","Lower respiratory infections","100 [74–127]","99.94198","74.45680","127.11250",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Djibouti","Both sexes","Ischaemic heart disease","124 [104–143]","123.89888","104.19862","143.13437",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Djibouti","Male","Ischaemic heart disease","73 [62–83]","72.73956","61.96847","83.47463",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Denmark","Both sexes","Lower respiratory infections","205 [60–418]","204.53366","59.55930","417.64236",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Dominican Republic","Both sexes","Trachea, bronchus, lung cancers","98 [48–161]","97.81727","48.39985","161.26250",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Dominican Republic","Male","Trachea, bronchus, lung cancers","58 [29–96]","58.27349","28.83364","96.07024",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Dominican Republic","Female","Stroke","276 [197–417]","276.46834","196.66035","416.57874",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Ecuador","Female","Ischaemic heart disease","490 [344–637]","489.75295","344.18405","637.37384",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Ecuador","Both sexes","Trachea, bronchus, lung cancers","85 [43–138]","84.98394","42.99608","138.42526",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Egypt","Female","Lower respiratory infections","3527 [2803–4228]","3526.52911","2803.45679","4228.29395",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Eritrea","Female","Ischaemic heart disease","202 [164–239]","202.01514","164.28290","238.83105",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Eritrea","Male","Stroke","188 [157–223]","188.44766","157.22200","223.35974",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Spain","Female","Lower respiratory infections","576 [157–1225]","576.38009","157.37482","1224.96045",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Estonia","Female","Trachea, bronchus, lung cancers","6 [2–12]","5.77380","1.73888","11.69991",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Estonia","Both sexes","Stroke","60 [28–142]","60.34815","28.46200","142.34033",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Finland","Male","Lower respiratory infections","6 [0–18]","5.91618","0.42533","17.81779",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Finland","Male","Ischaemic heart disease","383 [226–567]","382.85628","226.32141","567.44427",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Finland","Female","Trachea, bronchus, lung cancers","18 [4–42]","17.72534","3.51137","42.21229",""
"Ambient air pollution attributable deaths","Published","2016","Europe","France","Both sexes","Lower respiratory infections","1993 [686–3796]","1993.40412","686.01965","3796.48023",""
"Ambient air pollution attributable deaths","Published","2016","Europe","France","Male","Lower respiratory infections","891 [307–1697]","891.23706","306.71457","1697.37964",""
"Ambient air pollution attributable deaths","Published","2016","Europe","France","Both sexes","Ischaemic heart disease","6483 [4047–9252]","6483.17759","4047.01172","9252.13086",""
"Ambient air pollution attributable deaths","Published","2016","Europe","France","Male","Ischaemic heart disease","3455 [2359–4620]","3454.81749","2358.71875","4620.45947",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Micronesia (Federated States of)","Female","Stroke","3 [2–5]","3.23508","2.22747","4.94432",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Gabon","Both sexes","Lower respiratory infections","310 [226–397]","309.75853","225.64612","397.41003",""
"Ambient air pollution attributable deaths","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Both sexes","Trachea, bronchus, lung cancers","2225 [1006–3889]","2224.73022","1006.39142","3888.65894",""
"Ambient air pollution attributable deaths","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Male","Trachea, bronchus, lung cancers","1215 [550–2124]","1214.93846","549.59637","2123.61987",""
"Ambient air pollution attributable deaths","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Female","Stroke","1767 [699–4306]","1766.51466","698.97479","4305.62793",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Ghana","Female","Ischaemic heart disease","1970 [1594–2323]","1970.27467","1594.32617","2323.35938",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Ghana","Both sexes","Trachea, bronchus, lung cancers","58 [34–84]","57.72182","33.90015","84.48935",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Guinea","Female","Lower respiratory infections","1197 [675–1794]","1197.33378","674.81641","1794.14929",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Gambia","Female","Ischaemic heart disease","95 [77–112]","94.53431","76.93851","112.07198",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Gambia","Male","Stroke","50 [41–60]","50.05625","41.21133","59.50944",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Guinea-Bissau","Female","Lower respiratory infections","173 [108–243]","173.00317","108.33094","243.32169",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Equatorial Guinea","Female","Trachea, bronchus, lung cancers","2 [1–2]","1.57444","1.00714","2.16987",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Equatorial Guinea","Both sexes","Stroke","73 [61–85]","72.60822","61.11668","85.38649",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Grenada","Male","Lower respiratory infections","4 [2–6]","4.23006","2.41683","6.23323",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Grenada","Male","Ischaemic heart disease","10 [8–12]","10.10703","8.16614","11.88591",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Grenada","Female","Trachea, bronchus, lung cancers","1 [0–1]","0.64767","0.35461","0.99283",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Guyana","Both sexes","Lower respiratory infections","48 [27–73]","47.96957","26.58692","72.65018",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Guyana","Male","Lower respiratory infections","25 [14–38]","25.29139","14.01764","38.30396",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Guyana","Both sexes","Ischaemic heart disease","187 [153–220]","186.64892","152.71585","219.75513",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Guyana","Male","Ischaemic heart disease","105 [87–124]","105.39830","86.59798","124.28575",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Honduras","Female","Stroke","80 [60–115]","80.49507","59.58522","114.54946",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Croatia","Both sexes","Lower respiratory infections","98 [48–158]","97.69309","47.75599","157.86569",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Haiti","Both sexes","Trachea, bronchus, lung cancers","46 [24–75]","46.13223","23.55625","74.78982",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Haiti","Male","Trachea, bronchus, lung cancers","21 [11–35]","21.48237","10.96942","34.82732",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Indonesia","Female","Ischaemic heart disease","23126 [18408–27804]","23126.22787","18407.89844","27804.34961",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Indonesia","Both sexes","Trachea, bronchus, lung cancers","3118 [1608–5021]","3118.25348","1608.40796","5021.16406",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","India","Female","Lower respiratory infections","132306 [105538–158226]","132306.20430","105538.32810","158225.84380",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Ireland","Female","Ischaemic heart disease","193 [107–296]","193.07057","106.82163","295.67761",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Ireland","Male","Stroke","54 [27–118]","53.61999","27.08704","118.24324",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Iran (Islamic Republic of)","Female","Lower respiratory infections","1213 [889–1555]","1212.94487","888.77319","1554.83398",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Iraq","Female","Trachea, bronchus, lung cancers","156 [103–208]","155.89304","103.47151","208.45369",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Iraq","Both sexes","Stroke","1983 [1627–2366]","1982.60039","1627.22339","2366.18506",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Israel","Male","Lower respiratory infections","211 [111–328]","210.81495","110.54417","327.71829",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Israel","Male","Ischaemic heart disease","380 [275–486]","379.74967","275.20239","486.09521",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Israel","Female","Trachea, bronchus, lung cancers","78 [42–122]","78.23048","41.79927","122.37545",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Jamaica","Both sexes","Lower respiratory infections","69 [27–124]","68.73768","26.56227","124.48652",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Jamaica","Male","Lower respiratory infections","34 [13–61]","33.62518","12.99376","60.89647",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Jamaica","Both sexes","Ischaemic heart disease","251 [174–328]","250.71758","174.03192","327.67566",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Jamaica","Male","Ischaemic heart disease","128 [92–164]","128.37958","92.12311","164.19254",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Jordan","Female","Stroke","225 [175–293]","224.59438","174.69867","293.14133",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Japan","Both sexes","Lower respiratory infections","15234 [5102–29452]","15233.89292","5102.05762","29451.50000",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Kazakhstan","Both sexes","Trachea, bronchus, lung cancers","285 [134–482]","284.63726","133.85042","482.20450",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Kazakhstan","Male","Trachea, bronchus, lung cancers","223 [105–378]","223.25154","104.98383","378.21085",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Kyrgyzstan","Female","Ischaemic heart disease","846 [588–1107]","846.30928","588.14178","1107.08752",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Kyrgyzstan","Both sexes","Trachea, bronchus, lung cancers","61 [34–95]","61.36663","33.56016","94.56181",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Cambodia","Female","Lower respiratory infections","787 [482–1121]","786.95889","482.06540","1121.14954",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Kiribati","Female","Ischaemic heart disease","4 [3–5]","3.85348","3.01245","4.66449",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Kiribati","Male","Stroke","4 [3–6]","4.43008","3.29848","5.68012",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Republic of Korea","Female","Trachea, bronchus, lung cancers","730 [407–1106]","730.43925","407.11371","1106.24536",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Republic of Korea","Both sexes","Stroke","3315 [2259–5017]","3315.05274","2259.07080","5016.90772",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Lao People's Democratic Republic","Male","Lower respiratory infections","314 [189–451]","313.59887","189.24091","451.40762",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Lao People's Democratic Republic","Male","Ischaemic heart disease","489 [402–567]","489.43267","401.93485","567.47357",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Lao People's Democratic Republic","Female","Trachea, bronchus, lung cancers","21 [12–32]","21.08114","11.71710","32.00821",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Liberia","Both sexes","Lower respiratory infections","512 [239–840]","512.41169","239.38583","839.66376",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Liberia","Male","Lower respiratory infections","257 [120–421]","256.63019","119.89115","420.52722",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Liberia","Both sexes","Ischaemic heart disease","343 [270–415]","342.59335","270.47540","414.98367",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Liberia","Male","Ischaemic heart disease","178 [141–214]","178.09364","141.41531","213.85541",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Libya","Female","Stroke","177 [141–224]","177.40692","140.85300","223.96535",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Saint Lucia","Both sexes","Lower respiratory infections","10 [5–14]","9.69771","5.47876","14.46976",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Sri Lanka","Both sexes","Trachea, bronchus, lung cancers","102 [52–166]","101.95558","51.87917","166.32024",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Sri Lanka","Male","Trachea, bronchus, lung cancers","73 [37–119]","72.99227","37.14145","119.07237",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Lithuania","Female","Ischaemic heart disease","897 [522–1317]","896.53375","522.33960","1316.50757",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Lithuania","Both sexes","Trachea, bronchus, lung cancers","91 [43–154]","90.92714","43.12307","153.93152",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Luxembourg","Female","Lower respiratory infections","6 [2–12]","5.98456","1.69945","12.37396",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Latvia","Female","Ischaemic heart disease","556 [344–786]","556.23034","343.97217","786.40393",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Latvia","Both sexes","Stroke","437 [236–859]","437.14319","235.74316","859.05267",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Latvia","Male","Stroke","155 [103–253]","154.86731","103.42403","253.07666",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Morocco","Female","Lower respiratory infections","904 [624–1208]","903.61305","624.18805","1207.98975",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Madagascar","Male","Lower respiratory infections","1324 [738–1999]","1323.93781","738.11572","1998.84009",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Madagascar","Male","Ischaemic heart disease","843 [695–979]","843.13406","694.53925","978.80762",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Madagascar","Female","Trachea, bronchus, lung cancers","19 [10–29]","18.52650","10.06108","28.61299",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Mexico","Both sexes","Lower respiratory infections","4045 [2257–6136]","4045.13843","2257.10156","6136.40576",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Mexico","Male","Lower respiratory infections","2242 [1251–3401]","2242.19754","1251.09876","3401.37524",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Mexico","Both sexes","Ischaemic heart disease","14692 [11123–18238]","14691.72195","11122.89941","18238.11914",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Mexico","Male","Ischaemic heart disease","8427 [6578–10181]","8427.26204","6577.84326","10181.33887",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Republic of North Macedonia","Both sexes","Lower respiratory infections","31 [21–42]","30.96643","20.96545","41.83190",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Mali","Both sexes","Trachea, bronchus, lung cancers","29 [17–42]","28.75788","17.11744","41.78919",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Mali","Male","Trachea, bronchus, lung cancers","17 [10–24]","16.64338","9.90658","24.18515",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Myanmar","Female","Ischaemic heart disease","2827 [2258–3383]","2827.19107","2258.42651","3382.52246",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Myanmar","Both sexes","Trachea, bronchus, lung cancers","1566 [944–2258]","1566.06174","943.97913","2258.38672",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Montenegro","Female","Lower respiratory infections","4 [2–7]","4.33012","2.40307","6.56221",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Mongolia","Female","Ischaemic heart disease","291 [231–349]","290.70234","231.04829","349.37097",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Mongolia","Both sexes","Stroke","503 [410–599]","502.67517","410.30194","599.13281",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Mongolia","Male","Stroke","278 [228–331]","278.26452","228.42421","331.04581",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Mozambique","Female","Lower respiratory infections","1532 [822–2354]","1532.37749","822.18054","2353.75415",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Mauritania","Female","Trachea, bronchus, lung cancers","2 [1–3]","2.21353","1.36511","3.14267",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Mauritania","Both sexes","Stroke","239 [195–288]","239.34975","195.09212","287.90585",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Malawi","Male","Lower respiratory infections","908 [512–1356]","907.79601","512.26099","1355.80115",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Malawi","Male","Ischaemic heart disease","408 [331–485]","408.43579","330.94604","485.22906",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Malawi","Female","Trachea, bronchus, lung cancers","4 [2–6]","3.63249","1.97937","5.59216",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Namibia","Both sexes","Lower respiratory infections","302 [174–442]","301.67845","173.94139","442.37637",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Namibia","Male","Lower respiratory infections","157 [90–230]","156.82294","90.42078","229.96262",""
